Date,BEst P/E Ratio,S5ENRS INDEX ,BEST P/E Ratio ,1FY Local CCY
2008-06-12,10.5771,,,
2008-06-11,10.7524,,,
2008-06-10,10.6699,,,
2008-06-09,11.0289,,,
2008-06-06,10.7449,,,
2008-06-05,10.8866,,,
2008-06-04,10.4308,,,
2008-06-03,10.6405,,,
2008-06-02,10.8556,,,
2008-05-30,10.8571,,,
2008-05-29,10.7982,,,
2008-05-28,11.0205,,,
2008-05-27,10.866,,,
2008-05-26,10.9502,,,
2008-05-23,10.9526,,,
2008-05-22,11.1642,,,
2008-05-21,11.2792,,,
2008-05-20,11.4102,,,
2008-05-19,11.3157,,,
2008-05-16,11.4018,,,
2008-05-15,11.1364,,,
2008-05-14,11.2033,,,
2008-05-13,11.2959,,,
2008-05-12,11.149,,,
2008-05-09,11.1771,,,
2008-05-08,11.2853,,,
2008-05-07,11.0775,,,
2008-05-06,11.2213,,,
2008-05-05,10.9938,,,
2008-05-02,11.0479,,,
2008-05-01,10.9919,,,
2008-04-30,11.2222,,,
2008-04-29,11.1346,,,
2008-04-28,11.2722,,,
2008-04-25,11.3796,,,
2008-04-24,11.3181,,,
2008-04-23,11.606,,,
2008-04-22,11.6793,,,
2008-04-21,11.6476,,,
2008-04-18,11.629,,,
2008-04-17,11.4345,,,
2008-04-16,11.4222,,,
2008-04-15,11.1253,,,
2008-04-14,11.0349,,,
2008-04-11,10.84,,,
2008-04-10,10.9927,,,
2008-04-09,10.974,,,
2008-04-08,11.0072,,,
2008-04-07,10.9244,,,
2008-04-04,10.9222,,,
2008-04-03,10.8031,,,
2008-04-02,10.8056,,,
2008-04-01,10.6647,,,
2008-03-31,10.4435,,,
2008-03-28,10.4063,,,
2008-03-27,10.5075,,,
2008-03-26,10.5856,,,
2008-03-25,10.4482,,,
2008-03-24,10.3799,,,
2008-03-21,10.3478,,,
2008-03-20,10.3478,,,
2008-03-19,10.2955,,,
2008-03-18,10.9487,,,
2008-03-17,10.5726,,,
2008-03-14,10.8426,,,
2008-03-13,11.0171,,,
2008-03-12,10.8803,,,
2008-03-11,11.0312,,,
2008-03-10,10.5429,,,
2008-03-07,10.7033,,,
2008-03-06,10.9366,,,
2008-03-05,11.2699,,,
2008-03-04,11.1046,,,
2008-03-03,11.2724,,,
2008-02-29,11.3324,,,
2008-02-28,11.6816,,,
2008-02-27,11.5219,,,
2008-02-26,11.6122,,,
2008-02-25,11.4519,,,
2008-02-22,11.2046,,,
2008-02-21,11.1114,,,
2008-02-20,11.3483,,,
2008-02-19,11.1788,,,
2008-02-18,10.9164,,,
2008-02-15,10.9157,,,
2008-02-14,10.9359,,,
2008-02-13,10.9372,,,
2008-02-12,10.7016,,,
2008-02-11,10.6741,,,
2008-02-08,10.4427,,,
2008-02-07,10.3117,,,
2008-02-06,10.2119,,,
2008-02-05,10.3719,,,
2008-02-04,10.7474,,,
2008-02-01,10.7476,,,
2008-01-31,11.6487,,,
2008-01-30,11.5126,,,
2008-01-29,11.5606,,,
2008-01-28,11.5023,,,
2008-01-25,11.3442,,,
2008-01-24,11.4306,,,
2008-01-23,11.0771,,,
2008-01-22,11.2349,,,
2008-01-21,11.5523,,,
2008-01-18,11.5094,,,
2008-01-17,11.4641,,,
2008-01-16,11.9258,,,
2008-01-15,12.3062,,,
2008-01-14,12.7543,,,
2008-01-11,12.5142,,,
2008-01-10,12.6865,,,
2008-01-09,12.7504,,,
2008-01-08,12.55,,,
2008-01-07,12.7167,,,
2008-01-04,12.8593,,,
2008-01-03,13.1382,,,
2008-01-02,13.0852,,,
2008-01-01,12.9987,,,
2007-12-31,13.005,,,
2007-12-28,13.1727,,,
2007-12-27,13.0431,,,
2007-12-26,13.175,,,
2007-12-25,13.0257,,,
2007-12-24,13.0257,,,
2007-12-21,13.0437,,,
2007-12-20,12.7595,,,
2007-12-19,12.6377,,,
2007-12-18,12.5424,,,
2007-12-17,12.3626,,,
2007-12-14,12.6327,,,
2007-12-13,12.8219,,,
2007-12-12,12.7989,,,
2007-12-11,12.5316,,,
2007-12-10,12.7981,,,
2007-12-07,12.7177,,,
2007-12-06,12.7407,,,
2007-12-05,12.4386,,,
2007-12-04,12.2139,,,
2007-12-03,12.3148,,,
2007-11-30,12.2989,,,
2007-11-29,12.2188,,,
2007-11-28,12.0941,,,
2007-11-27,11.9014,,,
2007-11-26,11.9098,,,
2007-11-23,12.2485,,,
2007-11-22,12.0476,,,
2007-11-21,12.0476,,,
2007-11-20,12.2541,,,
2007-11-19,11.9568,,,
2007-11-16,12.1219,,,
2007-11-15,11.9056,,,
2007-11-14,12.1844,,,
2007-11-13,12.2388,,,
2007-11-12,11.9784,,,
2007-11-09,12.5493,,,
2007-11-08,12.8062,,,
2007-11-07,12.6226,,,
2007-11-06,13.0809,,,
2007-11-05,12.7126,,,
2007-11-02,12.7913,,,
2007-11-01,12.6284,,,
2007-10-31,12.9392,,,
2007-10-30,12.6898,,,
2007-10-29,13.0612,,,
2007-10-26,12.9623,,,
2007-10-25,12.8346,,,
2007-10-24,12.7303,,,
2007-10-23,12.5914,,,
2007-10-22,12.4879,,,
2007-10-19,12.6476,,,
2007-10-18,13.2136,,,
2007-10-17,13.1861,,,
2007-10-16,13.2506,,,
2007-10-15,13.1995,,,
2007-10-12,13.0598,,,
2007-10-11,12.9427,,,
2007-10-10,12.9754,,,
2007-10-09,12.8187,,,
2007-10-08,12.5933,,,
2007-10-05,12.6545,,,
2007-10-04,12.614,,,
2007-10-03,12.5452,,,
2007-10-02,12.6702,,,
2007-10-01,12.8093,,,
2007-09-28,12.6764,,,
2007-09-27,12.7281,,,
2007-09-26,12.6523,,,
2007-09-25,12.627,,,
2007-09-24,12.7415,,,
2007-09-21,12.8963,,,
2007-09-20,12.835,,,
2007-09-19,12.8137,,,
2007-09-18,12.7166,,,
2007-09-17,12.3326,,,
2007-09-14,12.3343,,,
2007-09-13,12.2956,,,
2007-09-12,12.1917,,,
2007-09-11,12.0949,,,
2007-09-10,11.8858,,,
2007-09-07,11.9615,,,
2007-09-06,12.1423,,,
2007-09-05,12.0779,,,
2007-09-04,12.1325,,,
2007-09-03,11.8826,,,
2007-08-31,11.8831,,,
2007-08-30,11.7778,,,
2007-08-29,11.788,,,
2007-08-28,11.4232,,,
2007-08-27,11.7172,,,
2007-08-24,11.8092,,,
2007-08-23,11.5616,,,
2007-08-22,11.4862,,,
2007-08-21,11.3678,,,
2007-08-20,11.5375,,,
2007-08-17,11.4834,,,
2007-08-16,11.0881,,,
2007-08-15,11.1952,,,
2007-08-14,11.4453,,,
2007-08-13,11.5308,,,
2007-08-10,11.6318,,,
2007-08-09,11.4846,,,
2007-08-08,11.8983,,,
2007-08-07,11.6492,,,
2007-08-06,11.4149,,,
2007-08-03,11.3107,,,
2007-08-02,11.7572,,,
2007-08-01,11.8748,,,
2007-07-31,11.8757,,,
2007-07-30,12.0292,,,
2007-07-27,11.9556,,,
2007-07-26,12.2173,,,
2007-07-25,12.6947,,,
2007-07-24,12.5442,,,
2007-07-23,12.9453,,,
2007-07-20,13.0214,,,
2007-07-19,13.0917,,,
2007-07-18,12.973,,,
2007-07-17,12.7111,,,
2007-07-16,12.8197,,,
2007-07-13,12.9816,,,
2007-07-12,12.8751,,,
2007-07-11,12.5944,,,
2007-07-10,12.5916,,,
2007-07-09,12.6933,,,
2007-07-06,12.5427,,,
2007-07-05,12.4138,,,
2007-07-04,12.4141,,,
2007-07-03,12.399,,,
2007-07-02,12.3462,,,
2007-06-29,12.2755,,,
2007-06-28,12.207,,,
2007-06-27,12.2823,,,
2007-06-26,12.1004,,,
2007-06-25,12.2619,,,
2007-06-22,12.3596,,,
2007-06-21,12.4716,,,
2007-06-20,12.2307,,,
2007-06-19,12.6446,,,
2007-06-18,12.6808,,,
2007-06-15,12.7232,,,
2007-06-14,12.5665,,,
2007-06-13,12.3352,,,
2007-06-12,12.1081,,,
2007-06-11,12.245,,,
2007-06-08,12.1709,,,
2007-06-07,12.0794,,,
2007-06-06,12.3156,,,
2007-06-05,12.4514,,,
2007-06-04,12.487,,,
2007-06-01,12.3487,,,
2007-05-31,12.2065,,,
2007-05-30,12.3593,,,
2007-05-29,12.1452,,,
2007-05-28,12.3009,,,
2007-05-25,12.301,,,
2007-05-24,12.1271,,,
2007-05-23,12.358,,,
2007-05-22,12.3222,,,
2007-05-21,12.4341,,,
2007-05-18,12.3373,,,
2007-05-17,12.1366,,,
2007-05-16,12.0452,,,
2007-05-15,12.0624,,,
2007-05-14,12.073,,,
2007-05-11,12.0473,,,
2007-05-10,11.7934,,,
2007-05-09,12.0351,,,
2007-05-08,12.0372,,,
2007-05-07,12.0138,,,
2007-05-04,12.0142,,,
2007-05-03,12.0365,,,
2007-05-02,11.912,,,
2007-05-01,11.8529,,,
2007-04-30,11.8153,,,
2007-04-27,11.9758,,,
2007-04-26,12.0697,,,
2007-04-25,12.0916,,,
2007-04-24,11.8529,,,
2007-04-23,11.896,,,
2007-04-20,11.9839,,,
2007-04-19,11.7342,,,
2007-04-18,11.8517,,,
2007-04-17,11.9258,,,
2007-04-16,11.9659,,,
2007-04-13,11.9566,,,
2007-04-12,11.951,,,
2007-04-11,11.7856,,,
2007-04-10,11.8475,,,
2007-04-09,11.6902,,,
2007-04-06,11.9185,,,
2007-04-05,11.9158,,,
2007-04-04,11.9914,,,
2007-04-03,11.9433,,,
2007-04-02,11.8956,,,
2007-03-30,11.7661,,,
2007-03-29,11.9095,,,
2007-03-28,11.7896,,,
2007-03-27,11.7863,,,
2007-03-26,11.7788,,,
2007-03-23,11.6878,,,
2007-03-22,11.615,,,
2007-03-21,11.4136,,,
2007-03-20,11.2079,,,
2007-03-19,11.127,,,
2007-03-16,11.0363,,,
2007-03-15,11.0058,,,
2007-03-14,11.0756,,,
2007-03-13,10.8974,,,
2007-03-12,11.035,,,
2007-03-09,11.0742,,,
2007-03-08,11.0959,,,
2007-03-07,11.1006,,,
2007-03-06,10.8992,,,
2007-03-05,10.7049,,,
2007-03-02,10.7812,,,
2007-03-01,10.9504,,,
2007-02-28,10.9795,,,
2007-02-27,10.9616,,,
2007-02-26,11.4035,,,
2007-02-23,11.3391,,,
2007-02-22,11.3216,,,
2007-02-21,11.2148,,,
2007-02-20,11.1426,,,
2007-02-19,11.2224,,,
2007-02-16,11.2224,,,
2007-02-15,11.2395,,,
2007-02-14,11.3397,,,
2007-02-13,11.3212,,,
2007-02-12,11.1727,,,
2007-02-09,11.2641,,,
2007-02-08,11.308,,,
2007-02-07,11.199,,,
2007-02-06,11.1215,,,
2007-02-05,11.1385,,,
2007-02-02,11.1556,,,
2007-02-01,10.5703,,,
2007-01-31,10.6322,,,
2007-01-30,10.6138,,,
2007-01-29,10.3566,,,
2007-01-26,10.4073,,,
2007-01-25,10.3945,,,
2007-01-24,10.549,,,
2007-01-23,10.4594,,,
2007-01-22,10.2078,,,
2007-01-19,10.2825,,,
2007-01-18,10.0451,,,
2007-01-17,10.1288,,,
2007-01-16,10.0078,,,
2007-01-15,10.12,,,
2007-01-12,10.1151,,,
2007-01-11,9.8279,,,
2007-01-10,9.8973,,,
2007-01-09,10.0709,,,
2007-01-08,10.1727,,,
2007-01-05,10.1763,,,
2007-01-04,10.0985,,,
2007-01-03,10.2923,,,
2007-01-02,10.6836,,,
2007-01-01,10.6847,,,
2006-12-29,10.6716,,,
2006-12-28,10.7724,,,
2006-12-27,10.7472,,,
2006-12-26,10.6257,,,
2006-12-25,10.603,,,
2006-12-22,10.6015,,,
2006-12-21,10.686,,,
2006-12-20,10.7423,,,
2006-12-19,10.8699,,,
2006-12-18,10.7036,,,
2006-12-15,11.1094,,,
2006-12-14,11.2461,,,
2006-12-13,11.038,,,
2006-12-12,10.9105,,,
2006-12-11,10.8781,,,
2006-12-08,10.89,,,
2006-12-07,10.9014,,,
2006-12-06,10.9583,,,
2006-12-05,11.0427,,,
2006-12-04,11.0065,,,
2006-12-01,10.9926,,,
2006-11-30,10.9412,,,
2006-11-29,10.8537,,,
2006-11-28,10.5547,,,
2006-11-27,10.3495,,,
2006-11-24,10.3861,,,
2006-11-23,10.4335,,,
2006-11-22,10.4335,,,
2006-11-21,10.5026,,,
2006-11-20,10.3125,,,
2006-11-17,10.3641,,,
2006-11-16,10.2961,,,
2006-11-15,10.6148,,,
2006-11-14,10.5341,,,
2006-11-13,10.5013,,,
2006-11-10,10.4985,,,
2006-11-09,10.5892,,,
2006-11-08,10.5004,,,
2006-11-07,10.3166,,,
2006-11-06,10.395,,,
2006-11-03,10.2991,,,
2006-11-02,10.1032,,,
2006-11-01,10.0967,,,
2006-10-31,10.1972,,,
2006-10-30,10.0895,,,
2006-10-27,10.2207,,,
2006-10-26,10.3295,,,
2006-10-25,10.3701,,,
2006-10-24,10.1895,,,
2006-10-23,10.0239,,,
2006-10-20,10.0149,,,
2006-10-19,10.1016,,,
2006-10-18,9.9153,,,
2006-10-17,9.9796,,,
2006-10-16,10.0446,,,
2006-10-13,9.8373,,,
2006-10-12,9.7041,,,
2006-10-11,9.5241,,,
2006-10-10,9.64,,,
2006-10-09,9.5038,,,
2006-10-06,9.62,,,
2006-10-05,9.6072,,,
2006-10-04,9.4723,,,
2006-10-03,9.3228,,,
2006-10-02,9.5996,,,
2006-09-29,9.6696,,,
2006-09-28,9.6315,,,
2006-09-27,9.5885,,,
2006-09-26,9.4343,,,
2006-09-25,9.2363,,,
2006-09-22,9.2234,,,
2006-09-21,9.2664,,,
2006-09-20,9.1341,,,
2006-09-19,9.3543,,,
2006-09-18,9.5105,,,
2006-09-15,9.3578,,,
2006-09-14,9.3581,,,
2006-09-13,9.5186,,,
2006-09-12,9.3645,,,
2006-09-11,9.425,,,
2006-09-08,9.726,,,
2006-09-07,9.9111,,,
2006-09-06,9.8961,,,
2006-09-05,10.1997,,,
2006-09-04,10.1072,,,
2006-09-01,10.1071,,,
2006-08-31,10.0008,,,
2006-08-30,10.0865,,,
2006-08-29,10.3871,,,
2006-08-28,10.3128,,,
2006-08-25,10.4512,,,
2006-08-24,10.4299,,,
2006-08-23,10.3205,,,
2006-08-22,10.47,,,
2006-08-21,10.4169,,,
2006-08-18,10.344,,,
2006-08-17,10.1954,,,
2006-08-16,10.2222,,,
2006-08-15,10.3204,,,
2006-08-14,10.34,,,
2006-08-11,10.4895,,,
2006-08-10,10.534,,,
2006-08-09,10.5802,,,
2006-08-08,10.5804,,,
2006-08-07,10.6023,,,
2006-08-04,10.5099,,,
2006-08-03,10.5644,,,
2006-08-02,10.6267,,,
2006-08-01,10.6188,,,
2006-07-31,10.6002,,,
2006-07-28,10.4256,,,
2006-07-27,10.4487,,,
2006-07-26,10.5323,,,
2006-07-25,10.4191,,,
2006-07-24,10.2643,,,
2006-07-21,10.0259,,,
2006-07-20,10.1621,,,
2006-07-19,10.3442,,,
2006-07-18,10.2732,,,
2006-07-17,10.2398,,,
2006-07-14,10.5349,,,
2006-07-13,10.4477,,,
2006-07-12,10.5086,,,
2006-07-11,10.5481,,,
2006-07-10,10.3699,,,
2006-07-07,10.3233,,,
2006-07-06,10.4532,,,
2006-07-05,10.4574,,,
2006-07-04,10.4081,,,
2006-07-03,10.4081,,,
2006-06-30,10.3174,,,
2006-06-29,10.3786,,,
2006-06-28,10.1121,,,
2006-06-27,9.883,,,
2006-06-26,9.8435,,,
2006-06-23,9.7402,,,
2006-06-22,9.601,,,
2006-06-21,9.5569,,,
2006-06-20,9.3789,,,
2006-06-19,9.4335,,,
2006-06-16,9.7543,,,
2006-06-15,9.8189,,,
2006-06-14,9.4912,,,
2006-06-13,9.2744,,,
2006-06-12,9.5587,,,
2006-06-09,9.7309,,,
2006-06-08,9.826,,,
2006-06-07,9.741,,,
2006-06-06,10.065,,,
2006-06-05,10.0542,,,
2006-06-02,10.3634,,,
2006-06-01,10.2308,,,
2006-05-31,10.1876,,,
2006-05-30,9.9854,,,
2006-05-29,10.1692,,,
2006-05-26,10.1692,,,
2006-05-25,10.2597,,,
2006-05-24,10.0141,,,
2006-05-23,10.1178,,,
2006-05-22,10.1185,,,
2006-05-19,10.1551,,,
2006-05-18,10.0897,,,
2006-05-17,10.2116,,,
2006-05-16,10.4886,,,
2006-05-15,10.453,,,
2006-05-12,10.6297,,,
2006-05-11,10.9401,,,
2006-05-10,11.0656,,,
2006-05-09,11.0086,,,
2006-05-08,10.9382,,,
2006-05-05,10.9781,,,
2006-05-04,10.8442,,,
2006-05-03,10.9087,,,
2006-05-02,11.0592,,,
2006-05-01,10.8443,,,
2006-04-28,10.6961,,,
2006-04-27,10.5719,,,
2006-04-26,10.6874,,,
2006-04-25,10.8856,,,
2006-04-24,11.0265,,,
2006-04-21,11.2599,,,
2006-04-20,11.0374,,,
2006-04-19,11.1262,,,
2006-04-18,10.9549,,,
2006-04-17,10.6836,,,
2006-04-14,10.5206,,,
2006-04-13,10.5177,,,
2006-04-12,10.4812,,,
2006-04-11,10.5356,,,
2006-04-10,10.5881,,,
2006-04-07,10.4327,,,
2006-04-06,10.6077,,,
2006-04-05,10.5063,,,
2006-04-04,10.3526,,,
2006-04-03,10.2136,,,
2006-03-31,10.1022,,,
2006-03-30,10.2233,,,
2006-03-29,10.2276,,,
2006-03-28,10.1288,,,
2006-03-27,10.083,,,
2006-03-24,10.0327,,,
2006-03-23,9.9787,,,
2006-03-22,9.8023,,,
2006-03-21,9.7531,,,
2006-03-20,9.7721,,,
2006-03-17,10.0227,,,
2006-03-16,10.1112,,,
2006-03-15,9.9501,,,
2006-03-14,9.9036,,,
2006-03-13,9.7345,,,
2006-03-10,9.5794,,,
2006-03-09,9.5437,,,
2006-03-08,9.6499,,,
2006-03-07,9.6578,,,
2006-03-06,9.7708,,,
2006-03-03,10.0307,,,
2006-03-02,10.0217,,,
2006-03-01,9.8948,,,
2006-02-28,9.7333,,,
2006-02-27,9.8188,,,
2006-02-24,9.9916,,,
2006-02-23,9.8721,,,
2006-02-22,9.9104,,,
2006-02-21,10.0405,,,
2006-02-20,9.8905,,,
2006-02-17,9.8905,,,
2006-02-16,9.8031,,,
2006-02-15,9.6305,,,
2006-02-14,9.6499,,,
2006-02-13,9.7345,,,
2006-02-10,9.7503,,,
2006-02-09,9.7868,,,
2006-02-08,9.9756,,,
2006-02-07,9.9613,,,
2006-02-06,10.3372,,,
2006-02-03,10.1828,,,
2006-02-02,10.2732,,,
2006-02-01,10.34,,,
2006-01-31,11.567,,,
2006-01-30,11.6252,,,
2006-01-27,11.8489,,,
2006-01-26,11.5369,,,
2006-01-25,11.5956,,,
2006-01-24,11.9786,,,
2006-01-23,11.9752,,,
2006-01-20,11.8501,,,
2006-01-19,11.8361,,,
2006-01-18,11.5935,,,
2006-01-17,11.7603,,,
2006-01-16,11.5261,,,
2006-01-13,11.5254,,,
2006-01-12,11.3619,,,
2006-01-11,11.4652,,,
2006-01-10,11.4044,,,
2006-01-09,11.3137,,,
2006-01-06,11.3243,,,
2006-01-05,11.0757,,,
2006-01-04,11.1924,,,
2006-01-03,11.1614,,,
2006-01-02,10.6762,,,
2005-12-30,10.6782,,,
2005-12-29,10.6494,,,
2005-12-28,10.7092,,,
2005-12-27,10.5844,,,
2005-12-26,10.8638,,,
2005-12-23,10.8638,,,
2005-12-22,10.8827,,,
2005-12-21,10.9215,,,
2005-12-20,10.914,,,
2005-12-19,10.8345,,,
2005-12-16,10.8105,,,
2005-12-15,10.9511,,,
2005-12-14,11.0525,,,
2005-12-13,10.9222,,,
2005-12-12,10.9683,,,
2005-12-09,10.8682,,,
2005-12-08,11.0205,,,
2005-12-07,10.8633,,,
2005-12-06,10.9461,,,
2005-12-05,10.8902,,,
2005-12-02,10.8141,,,
2005-12-01,10.8083,,,
2005-11-30,10.4754,,,
2005-11-29,10.4847,,,
2005-11-28,10.4888,,,
2005-11-25,10.8126,,,
2005-11-24,10.7827,,,
2005-11-23,10.7828,,,
2005-11-22,10.8142,,,
2005-11-21,10.6847,,,
2005-11-18,10.4701,,,
2005-11-17,10.4208,,,
2005-11-16,10.4167,,,
2005-11-15,10.2187,,,
2005-11-14,10.2219,,,
2005-11-11,10.1815,,,
2005-11-10,10.1311,,,
2005-11-09,10.39,,,
2005-11-08,10.4922,,,
2005-11-07,10.4329,,,
2005-11-04,10.7246,,,
2005-11-03,10.9888,,,
2005-11-02,10.7745,,,
2005-11-01,10.5937,,,
2005-10-31,10.6428,,,
2005-10-28,10.5332,,,
2005-10-27,10.2383,,,
2005-10-26,10.4343,,,
2005-10-25,10.541,,,
2005-10-24,10.4091,,,
2005-10-21,10.0785,,,
2005-10-20,9.9952,,,
2005-10-19,10.413,,,
2005-10-18,10.215,,,
2005-10-17,10.813,,,
2005-10-14,10.7273,,,
2005-10-13,10.6042,,,
2005-10-12,10.8779,,,
2005-10-11,11.0411,,,
2005-10-10,10.801,,,
2005-10-07,10.9723,,,
2005-10-06,10.7565,,,
2005-10-05,10.9536,,,
2005-10-04,11.3474,,,
2005-10-03,11.7562,,,
2005-09-30,11.8357,,,
2005-09-29,12.0702,,,
2005-09-28,11.9959,,,
2005-09-27,11.9778,,,
2005-09-26,12.003,,,
2005-09-23,11.8153,,,
2005-09-22,12.025,,,
2005-09-21,12.0867,,,
2005-09-20,11.9719,,,
2005-09-19,12.091,,,
2005-09-16,11.9598,,,
2005-09-15,11.958,,,
2005-09-14,11.9959,,,
2005-09-13,11.8819,,,
2005-09-12,12.0187,,,
2005-09-09,12.3146,,,
2005-09-08,11.9827,,,
2005-09-07,12.0792,,,
2005-09-06,12.0781,,,
2005-09-05,12.0752,,,
2005-09-02,12.0752,,,
2005-09-01,12.3155,,,
2005-08-31,11.9873,,,
2005-08-30,11.6874,,,
2005-08-29,11.5249,,,
2005-08-26,11.4828,,,
2005-08-25,11.6311,,,
2005-08-24,11.6236,,,
2005-08-23,11.6117,,,
2005-08-22,11.6278,,,
2005-08-19,11.5953,,,
2005-08-18,11.4997,,,
2005-08-17,11.5254,,,
2005-08-16,11.7897,,,
2005-08-15,12.0779,,,
2005-08-12,12.2103,,,
2005-08-11,12.2405,,,
2005-08-10,12.4292,,,
2005-08-09,12.2588,,,
2005-08-08,12.2427,,,
2005-08-05,12.1149,,,
2005-08-04,12.1864,,,
2005-08-03,12.2281,,,
2005-08-02,12.2986,,,
2005-08-01,12.1032,,,
2005-07-29,12.0196,,,
2005-07-28,12.2733,,,
2005-07-27,12.2873,,,
2005-07-26,12.2937,,,
2005-07-25,12.2971,,,
2005-07-22,12.2312,,,
2005-07-21,11.8863,,,
2005-07-20,12.0822,,,
2005-07-19,12.0522,,,
2005-07-18,11.841,,,
2005-07-15,11.9702,,,
2005-07-14,12.0324,,,
2005-07-13,12.3135,,,
2005-07-12,12.3746,,,
2005-07-11,12.3383,,,
2005-07-08,12.3357,,,
2005-07-07,12.4344,,,
2005-07-06,12.3101,,,
2005-07-05,12.5377,,,
2005-07-04,12.1603,,,
2005-07-01,12.1603,,,
2005-06-30,11.9414,,,
2005-06-29,12.0579,,,
2005-06-28,12.2614,,,
2005-06-27,12.4665,,,
2005-06-24,12.257,,,
2005-06-23,12.4743,,,
2005-06-22,12.5439,,,
2005-06-21,12.5591,,,
2005-06-20,12.8189,,,
2005-06-17,12.7619,,,
2005-06-16,12.5701,,,
2005-06-15,12.3869,,,
2005-06-14,12.2414,,,
2005-06-13,12.2543,,,
2005-06-10,12.2995,,,
2005-06-09,12.3073,,,
2005-06-08,11.9651,,,
2005-06-07,12.031,,,
2005-06-06,12.1142,,,
2005-06-03,12.0411,,,
2005-06-02,12.0159,,,
2005-06-01,12.0487,,,
2005-05-31,11.8066,,,
2005-05-30,11.9599,,,
2005-05-27,11.9603,,,
2005-05-26,11.8163,,,
2005-05-25,11.7364,,,
2005-05-24,11.6099,,,
2005-05-23,11.5423,,,
2005-05-20,11.3728,,,
2005-05-19,11.5073,,,
2005-05-18,11.2961,,,
2005-05-17,11.3071,,,
2005-05-16,11.2145,,,
2005-05-13,11.2994,,,
2005-05-12,11.4932,,,
2005-05-11,12.0232,,,
2005-05-10,11.9707,,,
2005-05-09,12.1555,,,
2005-05-06,12.0578,,,
2005-05-05,12.1029,,,
2005-05-04,11.9817,,,
2005-05-03,11.8818,,,
2005-05-02,12.1798,,,
2005-04-29,12.0118,,,
2005-04-28,11.8715,,,
2005-04-27,12.2283,,,
2005-04-26,12.5676,,,
2005-04-25,12.779,,,
2005-04-22,12.6621,,,
2005-04-21,12.6831,,,
2005-04-20,12.2963,,,
2005-04-19,12.5653,,,
2005-04-18,12.3009,,,
2005-04-15,12.1563,,,
2005-04-14,12.6846,,,
2005-04-13,12.7504,,,
2005-04-12,13.0464,,,
2005-04-11,13.2056,,,
2005-04-08,13.1831,,,
2005-04-07,13.4329,,,
2005-04-06,13.5646,,,
2005-04-05,13.3461,,,
2005-04-04,13.4663,,,
2005-04-01,13.6416,,,
2005-03-31,13.3864,,,
2005-03-30,13.2163,,,
2005-03-29,13.2394,,,
2005-03-28,13.4227,,,
2005-03-25,13.4496,,,
2005-03-24,13.4496,,,
2005-03-23,13.5577,,,
2005-03-22,13.7789,,,
2005-03-21,14.039,,,
2005-03-18,14.3018,,,
2005-03-17,14.0937,,,
2005-03-16,13.8568,,,
2005-03-15,13.8167,,,
2005-03-14,14.0296,,,
2005-03-11,13.8636,,,
2005-03-10,13.7845,,,
2005-03-09,14.0282,,,
2005-03-08,14.4816,,,
2005-03-07,14.5181,,,
2005-03-04,14.7934,,,
2005-03-03,14.6725,,,
2005-03-02,14.5357,,,
2005-03-01,14.4036,,,
2005-02-28,14.7351,,,
2005-02-25,14.7246,,,
2005-02-24,14.3305,,,
2005-02-23,14.1742,,,
2005-02-22,14.0466,,,
2005-02-21,14.2139,,,
2005-02-18,14.2243,,,
2005-02-17,13.9211,,,
2005-02-16,14.0959,,,
2005-02-15,13.7901,,,
2005-02-14,14.0095,,,
2005-02-11,13.9192,,,
2005-02-10,13.8816,,,
2005-02-09,13.5745,,,
2005-02-08,13.6446,,,
2005-02-07,13.5593,,,
2005-02-04,13.7763,,,
2005-02-03,13.6933,,,
2005-02-02,13.5893,,,
2005-02-01,13.4552,,,
2005-01-31,13.3362,,,
2005-01-28,12.1635,,,
2005-01-27,12.5735,,,
2005-01-26,12.5675,,,
2005-01-25,12.5712,,,
2005-01-24,12.4716,,,
2005-01-21,12.3252,,,
2005-01-20,12.3346,,,
2005-01-19,12.4551,,,
2005-01-18,12.5239,,,
2005-01-17,12.408,,,
2005-01-14,12.4085,,,
2005-01-13,12.3099,,,
2005-01-12,12.2587,,,
2005-01-11,12.0545,,,
2005-01-10,12.0677,,,
2005-01-07,12.0056,,,
2005-01-06,12.1226,,,
2005-01-05,11.9558,,,
2005-01-04,12.0031,,,
2005-01-03,12.0797,,,
2004-12-31,12.472,,,
2004-12-30,12.4404,,,
2004-12-29,12.4845,,,
2004-12-28,12.3808,,,
2004-12-27,12.3186,,,
2004-12-24,12.5484,,,
2004-12-23,12.5484,,,
2004-12-22,12.4372,,,
2004-12-21,12.5827,,,
2004-12-20,12.4795,,,
2004-12-17,12.3269,,,
2004-12-16,12.3635,,,
2004-12-15,12.4825,,,
2004-12-14,12.4399,,,
2004-12-13,12.4384,,,
2004-12-10,12.2571,,,
2004-12-09,12.3195,,,
2004-12-08,12.2392,,,
2004-12-07,12.1453,,,
2004-12-06,12.3493,,,
2004-12-03,12.3614,,,
2004-12-02,12.3,,,
2004-12-01,12.6077,,,
2004-11-30,12.8104,,,
2004-11-29,12.8703,,,
2004-11-26,12.9484,,,
2004-11-25,12.8934,,,
2004-11-24,12.8934,,,
2004-11-23,12.8048,,,
2004-11-22,12.7426,,,
2004-11-19,12.5995,,,
2004-11-18,12.48,,,
2004-11-17,12.4223,,,
2004-11-16,12.2637,,,
2004-11-15,12.2866,,,
2004-11-12,12.5542,,,
